id,label,latitude,longitude,available_sensor,S2_t0_path,S2_pre_path,S2_pre_pre_path,S2_plume_label_path,L89_t0_path,L89_pre_path,L89_pre_pre_path,L89_plume_label_path,EMIT_t0_path,EMIT_pre_path,EMIT_pre_pre_path,EMIT_plume_label_path,S5p_temporal_path
202,1,31.0748638,-101.39618,S2,data/120m_GSD/s2/202/s2.tif,data/120m_GSD/s2/202/s2_pre.tif,data/120m_GSD/s2/202/s2_pre_pre.tif,data/120m_GSD/s2/202/s2_plume.tif,,,,,,,,,
224,1,31.0748638,-101.39618,S2,data/120m_GSD/s2/224/s2.tif,data/120m_GSD/s2/224/s2_pre.tif,data/120m_GSD/s2/224/s2_pre_pre.tif,data/120m_GSD/s2/224/s2_plume.tif,,,,,,,,,
242,1,31.0748638,-101.39618,S2,data/120m_GSD/s2/242/s2.tif,data/120m_GSD/s2/242/s2_pre.tif,data/120m_GSD/s2/242/s2_pre_pre.tif,data/120m_GSD/s2/242/s2_plume.tif,,,,,,,,,
265,1,31.0748638,-101.39618,S2,data/120m_GSD/s2/265/s2.tif,data/120m_GSD/s2/265/s2_pre.tif,data/120m_GSD/s2/265/s2_pre_pre.tif,data/120m_GSD/s2/265/s2_plume.tif,,,,,,,,,
295,1,31.0748638,-101.39618,S2,data/120m_GSD/s2/295/s2.tif,data/120m_GSD/s2/295/s2_pre.tif,data/120m_GSD/s2/295/s2_pre_pre.tif,data/120m_GSD/s2/295/s2_plume.tif,,,,,,,,,
315,1,31.0748638,-101.39618,S2,data/120m_GSD/s2/315/s2.tif,data/120m_GSD/s2/315/s2_pre.tif,data/120m_GSD/s2/315/s2_pre_pre.tif,data/120m_GSD/s2/315/s2_plume.tif,,,,,,,,,
328,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/328/s2.tif,data/120m_GSD/s2/328/s2_pre.tif,data/120m_GSD/s2/328/s2_pre_pre.tif,data/120m_GSD/s2/328/s2_plume.tif,,,,,,,,,
352,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/352/s2.tif,data/120m_GSD/s2/352/s2_pre.tif,data/120m_GSD/s2/352/s2_pre_pre.tif,data/120m_GSD/s2/352/s2_plume.tif,,,,,,,,,
365,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/365/s2.tif,data/120m_GSD/s2/365/s2_pre.tif,data/120m_GSD/s2/365/s2_pre_pre.tif,data/120m_GSD/s2/365/s2_plume.tif,,,,,,,,,
385,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/385/s2.tif,data/120m_GSD/s2/385/s2_pre.tif,data/120m_GSD/s2/385/s2_pre_pre.tif,data/120m_GSD/s2/385/s2_plume.tif,,,,,,,,,
401,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/401/s2.tif,data/120m_GSD/s2/401/s2_pre.tif,data/120m_GSD/s2/401/s2_pre_pre.tif,data/120m_GSD/s2/401/s2_plume.tif,,,,,,,,,
426,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/426/s2.tif,data/120m_GSD/s2/426/s2_pre.tif,data/120m_GSD/s2/426/s2_pre_pre.tif,data/120m_GSD/s2/426/s2_plume.tif,,,,,,,,,
449,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/449/s2.tif,data/120m_GSD/s2/449/s2_pre.tif,data/120m_GSD/s2/449/s2_pre_pre.tif,data/120m_GSD/s2/449/s2_plume.tif,,,,,,,,,
471,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/471/s2.tif,data/120m_GSD/s2/471/s2_pre.tif,data/120m_GSD/s2/471/s2_pre_pre.tif,data/120m_GSD/s2/471/s2_plume.tif,,,,,,,,,
494,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/494/s2.tif,data/120m_GSD/s2/494/s2_pre.tif,data/120m_GSD/s2/494/s2_pre_pre.tif,data/120m_GSD/s2/494/s2_plume.tif,,,,,,,,,
510,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/510/s2.tif,data/120m_GSD/s2/510/s2_pre.tif,data/120m_GSD/s2/510/s2_pre_pre.tif,data/120m_GSD/s2/510/s2_plume.tif,,,,,,,,,
533,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/533/s2.tif,data/120m_GSD/s2/533/s2_pre.tif,data/120m_GSD/s2/533/s2_pre_pre.tif,data/120m_GSD/s2/533/s2_plume.tif,,,,,,,,,
554,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/554/s2.tif,data/120m_GSD/s2/554/s2_pre.tif,data/120m_GSD/s2/554/s2_pre_pre.tif,data/120m_GSD/s2/554/s2_plume.tif,,,,,,,,,
573,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/573/s2.tif,data/120m_GSD/s2/573/s2_pre.tif,data/120m_GSD/s2/573/s2_pre_pre.tif,data/120m_GSD/s2/573/s2_plume.tif,,,,,,,,,
590,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/590/s2.tif,data/120m_GSD/s2/590/s2_pre.tif,data/120m_GSD/s2/590/s2_pre_pre.tif,data/120m_GSD/s2/590/s2_plume.tif,,,,,,,,,
606,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/606/s2.tif,data/120m_GSD/s2/606/s2_pre.tif,data/120m_GSD/s2/606/s2_pre_pre.tif,data/120m_GSD/s2/606/s2_plume.tif,,,,,,,,,
625,0,31.0748638,-101.39618,S2,data/120m_GSD/s2/625/s2.tif,data/120m_GSD/s2/625/s2_pre.tif,data/120m_GSD/s2/625/s2_pre_pre.tif,data/120m_GSD/s2/625/s2_plume.tif,,,,,,,,,
4,1,31.087929,-101.34022,S2,data/120m_GSD/s2/4/s2.tif,data/120m_GSD/s2/4/s2_pre.tif,data/120m_GSD/s2/4/s2_pre_pre.tif,data/120m_GSD/s2/4/s2_plume.tif,,,,,,,,,
26,1,31.087929,-101.34022,S2,data/120m_GSD/s2/26/s2.tif,data/120m_GSD/s2/26/s2_pre.tif,data/120m_GSD/s2/26/s2_pre_pre.tif,data/120m_GSD/s2/26/s2_plume.tif,,,,,,,,,
46,1,31.087929,-101.34022,S2,data/120m_GSD/s2/46/s2.tif,data/120m_GSD/s2/46/s2_pre.tif,data/120m_GSD/s2/46/s2_pre_pre.tif,data/120m_GSD/s2/46/s2_plume.tif,,,,,,,,,
62,1,31.087929,-101.34022,S2,data/120m_GSD/s2/62/s2.tif,data/120m_GSD/s2/62/s2_pre.tif,data/120m_GSD/s2/62/s2_pre_pre.tif,data/120m_GSD/s2/62/s2_plume.tif,,,,,,,,,
81,1,31.087929,-101.34022,S2,data/120m_GSD/s2/81/s2.tif,data/120m_GSD/s2/81/s2_pre.tif,data/120m_GSD/s2/81/s2_pre_pre.tif,data/120m_GSD/s2/81/s2_plume.tif,,,,,,,,,
101,1,31.087929,-101.34022,S2,data/120m_GSD/s2/101/s2.tif,data/120m_GSD/s2/101/s2_pre.tif,data/120m_GSD/s2/101/s2_pre_pre.tif,data/120m_GSD/s2/101/s2_plume.tif,,,,,,,,,
123,1,31.087929,-101.34022,S2,data/120m_GSD/s2/123/s2.tif,data/120m_GSD/s2/123/s2_pre.tif,data/120m_GSD/s2/123/s2_pre_pre.tif,data/120m_GSD/s2/123/s2_plume.tif,,,,,,,,,
141,1,31.087929,-101.34022,S2,data/120m_GSD/s2/141/s2.tif,data/120m_GSD/s2/141/s2_pre.tif,data/120m_GSD/s2/141/s2_pre_pre.tif,data/120m_GSD/s2/141/s2_plume.tif,,,,,,,,,
173,1,31.087929,-101.34022,S2,data/120m_GSD/s2/173/s2.tif,data/120m_GSD/s2/173/s2_pre.tif,data/120m_GSD/s2/173/s2_pre_pre.tif,data/120m_GSD/s2/173/s2_plume.tif,,,,,,,,,
192,1,31.087929,-101.34022,S2,data/120m_GSD/s2/192/s2.tif,data/120m_GSD/s2/192/s2_pre.tif,data/120m_GSD/s2/192/s2_pre_pre.tif,data/120m_GSD/s2/192/s2_plume.tif,,,,,,,,,
212,1,31.087929,-101.34022,S2,data/120m_GSD/s2/212/s2.tif,data/120m_GSD/s2/212/s2_pre.tif,data/120m_GSD/s2/212/s2_pre_pre.tif,data/120m_GSD/s2/212/s2_plume.tif,,,,,,,,,
225,1,31.087929,-101.34022,S2,data/120m_GSD/s2/225/s2.tif,data/120m_GSD/s2/225/s2_pre.tif,data/120m_GSD/s2/225/s2_pre_pre.tif,data/120m_GSD/s2/225/s2_plume.tif,,,,,,,,,
247,1,31.087929,-101.34022,S2,data/120m_GSD/s2/247/s2.tif,data/120m_GSD/s2/247/s2_pre.tif,data/120m_GSD/s2/247/s2_pre_pre.tif,data/120m_GSD/s2/247/s2_plume.tif,,,,,,,,,
262,1,31.087929,-101.34022,S2,data/120m_GSD/s2/262/s2.tif,data/120m_GSD/s2/262/s2_pre.tif,data/120m_GSD/s2/262/s2_pre_pre.tif,data/120m_GSD/s2/262/s2_plume.tif,,,,,,,,,
284,1,31.087929,-101.34022,S2,data/120m_GSD/s2/284/s2.tif,data/120m_GSD/s2/284/s2_pre.tif,data/120m_GSD/s2/284/s2_pre_pre.tif,data/120m_GSD/s2/284/s2_plume.tif,,,,,,,,,
302,1,31.087929,-101.34022,S2,data/120m_GSD/s2/302/s2.tif,data/120m_GSD/s2/302/s2_pre.tif,data/120m_GSD/s2/302/s2_pre_pre.tif,data/120m_GSD/s2/302/s2_plume.tif,,,,,,,,,
332,0,31.087929,-101.34022,S2,data/120m_GSD/s2/332/s2.tif,data/120m_GSD/s2/332/s2_pre.tif,data/120m_GSD/s2/332/s2_pre_pre.tif,data/120m_GSD/s2/332/s2_plume.tif,,,,,,,,,
350,0,31.087929,-101.34022,S2,data/120m_GSD/s2/350/s2.tif,data/120m_GSD/s2/350/s2_pre.tif,data/120m_GSD/s2/350/s2_pre_pre.tif,data/120m_GSD/s2/350/s2_plume.tif,,,,,,,,,
371,0,31.087929,-101.34022,S2,data/120m_GSD/s2/371/s2.tif,data/120m_GSD/s2/371/s2_pre.tif,data/120m_GSD/s2/371/s2_pre_pre.tif,data/120m_GSD/s2/371/s2_plume.tif,,,,,,,,,
390,0,31.087929,-101.34022,S2,data/120m_GSD/s2/390/s2.tif,data/120m_GSD/s2/390/s2_pre.tif,data/120m_GSD/s2/390/s2_pre_pre.tif,data/120m_GSD/s2/390/s2_plume.tif,,,,,,,,,
406,0,31.087929,-101.34022,S2,data/120m_GSD/s2/406/s2.tif,data/120m_GSD/s2/406/s2_pre.tif,data/120m_GSD/s2/406/s2_pre_pre.tif,data/120m_GSD/s2/406/s2_plume.tif,,,,,,,,,
424,0,31.087929,-101.34022,S2,data/120m_GSD/s2/424/s2.tif,data/120m_GSD/s2/424/s2_pre.tif,data/120m_GSD/s2/424/s2_pre_pre.tif,data/120m_GSD/s2/424/s2_plume.tif,,,,,,,,,
446,0,31.087929,-101.34022,S2,data/120m_GSD/s2/446/s2.tif,data/120m_GSD/s2/446/s2_pre.tif,data/120m_GSD/s2/446/s2_pre_pre.tif,data/120m_GSD/s2/446/s2_plume.tif,,,,,,,,,
469,0,31.087929,-101.34022,S2,data/120m_GSD/s2/469/s2.tif,data/120m_GSD/s2/469/s2_pre.tif,data/120m_GSD/s2/469/s2_pre_pre.tif,data/120m_GSD/s2/469/s2_plume.tif,,,,,,,,,
487,0,31.087929,-101.34022,S2,data/120m_GSD/s2/487/s2.tif,data/120m_GSD/s2/487/s2_pre.tif,data/120m_GSD/s2/487/s2_pre_pre.tif,data/120m_GSD/s2/487/s2_plume.tif,,,,,,,,,
509,0,31.087929,-101.34022,S2,data/120m_GSD/s2/509/s2.tif,data/120m_GSD/s2/509/s2_pre.tif,data/120m_GSD/s2/509/s2_pre_pre.tif,data/120m_GSD/s2/509/s2_plume.tif,,,,,,,,,
524,0,31.087929,-101.34022,S2,data/120m_GSD/s2/524/s2.tif,data/120m_GSD/s2/524/s2_pre.tif,data/120m_GSD/s2/524/s2_pre_pre.tif,data/120m_GSD/s2/524/s2_plume.tif,,,,,,,,,
546,0,31.087929,-101.34022,S2,data/120m_GSD/s2/546/s2.tif,data/120m_GSD/s2/546/s2_pre.tif,data/120m_GSD/s2/546/s2_pre_pre.tif,data/120m_GSD/s2/546/s2_plume.tif,,,,,,,,,
569,0,31.087929,-101.34022,S2,data/120m_GSD/s2/569/s2.tif,data/120m_GSD/s2/569/s2_pre.tif,data/120m_GSD/s2/569/s2_pre_pre.tif,data/120m_GSD/s2/569/s2_plume.tif,,,,,,,,,
591,0,31.087929,-101.34022,S2,data/120m_GSD/s2/591/s2.tif,data/120m_GSD/s2/591/s2_pre.tif,data/120m_GSD/s2/591/s2_pre_pre.tif,data/120m_GSD/s2/591/s2_plume.tif,,,,,,,,,
608,0,31.087929,-101.34022,S2,data/120m_GSD/s2/608/s2.tif,data/120m_GSD/s2/608/s2_pre.tif,data/120m_GSD/s2/608/s2_pre_pre.tif,data/120m_GSD/s2/608/s2_plume.tif,,,,,,,,,
632,0,31.087929,-101.34022,S2,data/120m_GSD/s2/632/s2.tif,data/120m_GSD/s2/632/s2_pre.tif,data/120m_GSD/s2/632/s2_pre_pre.tif,data/120m_GSD/s2/632/s2_plume.tif,,,,,,,,,
2,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/2/s2.tif,data/120m_GSD/s2/2/s2_pre.tif,data/120m_GSD/s2/2/s2_pre_pre.tif,data/120m_GSD/s2/2/s2_plume.tif,,,,,,,,,
30,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/30/s2.tif,data/120m_GSD/s2/30/s2_pre.tif,data/120m_GSD/s2/30/s2_pre_pre.tif,data/120m_GSD/s2/30/s2_plume.tif,,,,,,,,,
50,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/50/s2.tif,data/120m_GSD/s2/50/s2_pre.tif,data/120m_GSD/s2/50/s2_pre_pre.tif,data/120m_GSD/s2/50/s2_plume.tif,,,,,,,,,
74,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/74/s2.tif,data/120m_GSD/s2/74/s2_pre.tif,data/120m_GSD/s2/74/s2_pre_pre.tif,data/120m_GSD/s2/74/s2_plume.tif,,,,,,,,,
95,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/95/s2.tif,data/120m_GSD/s2/95/s2_pre.tif,data/120m_GSD/s2/95/s2_pre_pre.tif,data/120m_GSD/s2/95/s2_plume.tif,,,,,,,,,
116,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/116/s2.tif,data/120m_GSD/s2/116/s2_pre.tif,data/120m_GSD/s2/116/s2_pre_pre.tif,data/120m_GSD/s2/116/s2_plume.tif,,,,,,,,,
139,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/139/s2.tif,data/120m_GSD/s2/139/s2_pre.tif,data/120m_GSD/s2/139/s2_pre_pre.tif,data/120m_GSD/s2/139/s2_plume.tif,,,,,,,,,
158,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/158/s2.tif,data/120m_GSD/s2/158/s2_pre.tif,data/120m_GSD/s2/158/s2_pre_pre.tif,data/120m_GSD/s2/158/s2_plume.tif,,,,,,,,,
178,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/178/s2.tif,data/120m_GSD/s2/178/s2_pre.tif,data/120m_GSD/s2/178/s2_pre_pre.tif,data/120m_GSD/s2/178/s2_plume.tif,,,,,,,,,
198,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/198/s2.tif,data/120m_GSD/s2/198/s2_pre.tif,data/120m_GSD/s2/198/s2_pre_pre.tif,data/120m_GSD/s2/198/s2_plume.tif,,,,,,,,,
218,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/218/s2.tif,data/120m_GSD/s2/218/s2_pre.tif,data/120m_GSD/s2/218/s2_pre_pre.tif,data/120m_GSD/s2/218/s2_plume.tif,,,,,,,,,
239,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/239/s2.tif,data/120m_GSD/s2/239/s2_pre.tif,data/120m_GSD/s2/239/s2_pre_pre.tif,data/120m_GSD/s2/239/s2_plume.tif,,,,,,,,,
258,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/258/s2.tif,data/120m_GSD/s2/258/s2_pre.tif,data/120m_GSD/s2/258/s2_pre_pre.tif,data/120m_GSD/s2/258/s2_plume.tif,,,,,,,,,
278,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/278/s2.tif,data/120m_GSD/s2/278/s2_pre.tif,data/120m_GSD/s2/278/s2_pre_pre.tif,data/120m_GSD/s2/278/s2_plume.tif,,,,,,,,,
298,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/298/s2.tif,data/120m_GSD/s2/298/s2_pre.tif,data/120m_GSD/s2/298/s2_pre_pre.tif,data/120m_GSD/s2/298/s2_plume.tif,,,,,,,,,
318,1,31.0629493,-101.50558,S2,data/120m_GSD/s2/318/s2.tif,data/120m_GSD/s2/318/s2_pre.tif,data/120m_GSD/s2/318/s2_pre_pre.tif,data/120m_GSD/s2/318/s2_plume.tif,,,,,,,,,
338,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/338/s2.tif,data/120m_GSD/s2/338/s2_pre.tif,data/120m_GSD/s2/338/s2_pre_pre.tif,data/120m_GSD/s2/338/s2_plume.tif,,,,,,,,,
358,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/358/s2.tif,data/120m_GSD/s2/358/s2_pre.tif,data/120m_GSD/s2/358/s2_pre_pre.tif,data/120m_GSD/s2/358/s2_plume.tif,,,,,,,,,
376,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/376/s2.tif,data/120m_GSD/s2/376/s2_pre.tif,data/120m_GSD/s2/376/s2_pre_pre.tif,data/120m_GSD/s2/376/s2_plume.tif,,,,,,,,,
396,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/396/s2.tif,data/120m_GSD/s2/396/s2_pre.tif,data/120m_GSD/s2/396/s2_pre_pre.tif,data/120m_GSD/s2/396/s2_plume.tif,,,,,,,,,
417,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/417/s2.tif,data/120m_GSD/s2/417/s2_pre.tif,data/120m_GSD/s2/417/s2_pre_pre.tif,data/120m_GSD/s2/417/s2_plume.tif,,,,,,,,,
437,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/437/s2.tif,data/120m_GSD/s2/437/s2_pre.tif,data/120m_GSD/s2/437/s2_pre_pre.tif,data/120m_GSD/s2/437/s2_plume.tif,,,,,,,,,
457,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/457/s2.tif,data/120m_GSD/s2/457/s2_pre.tif,data/120m_GSD/s2/457/s2_pre_pre.tif,data/120m_GSD/s2/457/s2_plume.tif,,,,,,,,,
478,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/478/s2.tif,data/120m_GSD/s2/478/s2_pre.tif,data/120m_GSD/s2/478/s2_pre_pre.tif,data/120m_GSD/s2/478/s2_plume.tif,,,,,,,,,
500,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/500/s2.tif,data/120m_GSD/s2/500/s2_pre.tif,data/120m_GSD/s2/500/s2_pre_pre.tif,data/120m_GSD/s2/500/s2_plume.tif,,,,,,,,,
526,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/526/s2.tif,data/120m_GSD/s2/526/s2_pre.tif,data/120m_GSD/s2/526/s2_pre_pre.tif,data/120m_GSD/s2/526/s2_plume.tif,,,,,,,,,
545,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/545/s2.tif,data/120m_GSD/s2/545/s2_pre.tif,data/120m_GSD/s2/545/s2_pre_pre.tif,data/120m_GSD/s2/545/s2_plume.tif,,,,,,,,,
562,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/562/s2.tif,data/120m_GSD/s2/562/s2_pre.tif,data/120m_GSD/s2/562/s2_pre_pre.tif,data/120m_GSD/s2/562/s2_plume.tif,,,,,,,,,
586,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/586/s2.tif,data/120m_GSD/s2/586/s2_pre.tif,data/120m_GSD/s2/586/s2_pre_pre.tif,data/120m_GSD/s2/586/s2_plume.tif,,,,,,,,,
609,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/609/s2.tif,data/120m_GSD/s2/609/s2_pre.tif,data/120m_GSD/s2/609/s2_pre_pre.tif,data/120m_GSD/s2/609/s2_plume.tif,,,,,,,,,
629,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/629/s2.tif,data/120m_GSD/s2/629/s2_pre.tif,data/120m_GSD/s2/629/s2_pre_pre.tif,data/120m_GSD/s2/629/s2_plume.tif,,,,,,,,,
651,0,31.0629493,-101.50558,S2,data/120m_GSD/s2/651/s2.tif,data/120m_GSD/s2/651/s2_pre.tif,data/120m_GSD/s2/651/s2_pre_pre.tif,data/120m_GSD/s2/651/s2_plume.tif,,,,,,,,,
16,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/16/s2.tif,data/120m_GSD/s2/16/s2_pre.tif,data/120m_GSD/s2/16/s2_pre_pre.tif,data/120m_GSD/s2/16/s2_plume.tif,,,,,,,,,
31,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/31/s2.tif,data/120m_GSD/s2/31/s2_pre.tif,data/120m_GSD/s2/31/s2_pre_pre.tif,data/120m_GSD/s2/31/s2_plume.tif,,,,,,,,,
43,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/43/s2.tif,data/120m_GSD/s2/43/s2_pre.tif,data/120m_GSD/s2/43/s2_pre_pre.tif,data/120m_GSD/s2/43/s2_plume.tif,,,,,,,,,
66,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/66/s2.tif,data/120m_GSD/s2/66/s2_pre.tif,data/120m_GSD/s2/66/s2_pre_pre.tif,data/120m_GSD/s2/66/s2_plume.tif,,,,,,,,,
90,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/90/s2.tif,data/120m_GSD/s2/90/s2_pre.tif,data/120m_GSD/s2/90/s2_pre_pre.tif,data/120m_GSD/s2/90/s2_plume.tif,,,,,,,,,
108,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/108/s2.tif,data/120m_GSD/s2/108/s2_pre.tif,data/120m_GSD/s2/108/s2_pre_pre.tif,data/120m_GSD/s2/108/s2_plume.tif,,,,,,,,,
124,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/124/s2.tif,data/120m_GSD/s2/124/s2_pre.tif,data/120m_GSD/s2/124/s2_pre_pre.tif,data/120m_GSD/s2/124/s2_plume.tif,,,,,,,,,
145,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/145/s2.tif,data/120m_GSD/s2/145/s2_pre.tif,data/120m_GSD/s2/145/s2_pre_pre.tif,data/120m_GSD/s2/145/s2_plume.tif,,,,,,,,,
164,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/164/s2.tif,data/120m_GSD/s2/164/s2_pre.tif,data/120m_GSD/s2/164/s2_pre_pre.tif,data/120m_GSD/s2/164/s2_plume.tif,,,,,,,,,
184,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/184/s2.tif,data/120m_GSD/s2/184/s2_pre.tif,data/120m_GSD/s2/184/s2_pre_pre.tif,data/120m_GSD/s2/184/s2_plume.tif,,,,,,,,,
207,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/207/s2.tif,data/120m_GSD/s2/207/s2_pre.tif,data/120m_GSD/s2/207/s2_pre_pre.tif,data/120m_GSD/s2/207/s2_plume.tif,,,,,,,,,
230,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/230/s2.tif,data/120m_GSD/s2/230/s2_pre.tif,data/120m_GSD/s2/230/s2_pre_pre.tif,data/120m_GSD/s2/230/s2_plume.tif,,,,,,,,,
249,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/249/s2.tif,data/120m_GSD/s2/249/s2_pre.tif,data/120m_GSD/s2/249/s2_pre_pre.tif,data/120m_GSD/s2/249/s2_plume.tif,,,,,,,,,
267,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/267/s2.tif,data/120m_GSD/s2/267/s2_pre.tif,data/120m_GSD/s2/267/s2_pre_pre.tif,data/120m_GSD/s2/267/s2_plume.tif,,,,,,,,,
293,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/293/s2.tif,data/120m_GSD/s2/293/s2_pre.tif,data/120m_GSD/s2/293/s2_pre_pre.tif,data/120m_GSD/s2/293/s2_plume.tif,,,,,,,,,
310,1,31.8720702,-101.6337,S2,data/120m_GSD/s2/310/s2.tif,data/120m_GSD/s2/310/s2_pre.tif,data/120m_GSD/s2/310/s2_pre_pre.tif,data/120m_GSD/s2/310/s2_plume.tif,,,,,,,,,
334,0,31.8720702,-101.6337,S2,data/120m_GSD/s2/334/s2.tif,data/120m_GSD/s2/334/s2_pre.tif,data/120m_GSD/s2/334/s2_pre_pre.tif,data/120m_GSD/s2/334/s2_plume.tif,,,,,,,,,
347,0,31.8720702,-101.6337,S2,data/120m_GSD/s2/347/s2.tif,data/120m_GSD/s2/347/s2_pre.tif,data/120m_GSD/s2/347/s2_pre_pre.tif,data/120m_GSD/s2/347/s2_plume.tif,,,,,,,,,
